Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-10-15,ADANIENT,EQ,147.1,147.7,155.85,146.6,154.9,155.0,152.42,11048872,168404627375000.0,62824,839703,0.076
2019-10-16,ADANIENT,EQ,155.0,155.0,160.9,155.0,159.85,160.15,158.27,9587304,151741519910000.0,59372,746825,0.0779
2019-10-17,ADANIENT,EQ,160.15,159.8,165.0,157.65,163.0,162.55,161.14,6523046,105113837285000.0,31817,993064,0.1522
2019-10-18,ADANIENT,EQ,162.55,174.9,175.8,165.1,174.2,175.1,171.54,14162661,242953222005000.03,76434,1476099,0.1042
2019-10-22,ADANIENT,EQ,175.1,174.5,180.0,173.4,178.4,178.65,177.84,7909839,140665433790000.02,33677,1418332,0.1793
2019-10-23,ADANIENT,EQ,178.65,178.75,178.75,172.4,175.8,176.45,175.63,4743985,83317972520000.0,25735,492071,0.1037
2019-10-24,ADANIENT,EQ,176.45,175.0,180.0,174.3,179.5,179.0,177.27,4753708,84268489795000.0,26028,595442,0.1253
2019-10-25,ADANIENT,EQ,179.0,179.5,183.7,177.2,180.65,181.3,181.1,7857185,142296339495000.0,42181,1040633,0.13240000000000002
2019-10-27,ADANIENT,EQ,181.3,182.9,184.25,182.0,182.8,183.4,183.15,1003414,18377439530000.0,6284,297357,0.2963
2019-10-29,ADANIENT,EQ,183.4,182.8,197.0,182.35,192.95,195.55,191.58,9534790,182668271370000.0,48833,1087990,0.11410000000000001
2019-10-30,ADANIENT,EQ,195.55,194.35,197.45,192.3,194.9,195.75,195.0,4791525,93437123295000.0,35683,766329,0.15990000000000001
2019-10-31,ADANIENT,EQ,195.75,196.7,201.3,196.0,197.45,199.65,198.79,6584768,130896722075000.0,36959,1296429,0.19690000000000002
2019-11-01,ADANIENT,EQ,199.65,199.0,202.4,196.2,199.85,200.45,199.4,3522957,70246907520000.01,20646,336864,0.0956
2019-11-04,ADANIENT,EQ,200.45,200.95,203.9,198.25,199.5,200.9,201.05,3965499,79728126335000.0,21529,496752,0.1253
2019-11-05,ADANIENT,EQ,200.9,200.0,201.5,197.7,200.0,200.55,199.69,2326138,46449756210000.0,16451,225594,0.09699999999999999
2019-11-06,ADANIENT,EQ,200.55,199.0,209.7,198.6,207.2,207.55,205.94,6220311,128100174345000.0,38205,449450,0.0723
2019-11-07,ADANIENT,EQ,207.55,207.9,210.4,205.5,209.25,209.15,208.35,3959490,82496510360000.0,26887,322988,0.0816
2019-11-08,ADANIENT,EQ,209.15,208.7,212.0,206.2,207.25,208.05,209.64,4057743,85068198350000.0,23951,466257,0.1149
2019-11-11,ADANIENT,EQ,208.05,206.95,212.25,206.05,210.8,210.85,209.85,2907157,61006830190000.0,20360,330667,0.1137
2019-11-13,ADANIENT,EQ,210.85,209.0,210.75,194.3,197.5,198.2,199.61,9836594,196350235615000.0,63382,1099266,0.1118
2019-11-14,ADANIENT,EQ,198.2,196.25,203.15,194.05,201.6,202.3,200.54,4141184,83045549380000.0,28224,351910,0.085
2019-11-15,ADANIENT,EQ,202.3,202.0,205.0,200.8,203.1,203.6,203.43,3314555,67427562400000.0,19200,460367,0.1389
2019-11-18,ADANIENT,EQ,203.6,203.8,205.6,200.1,200.15,201.15,203.22,2041767,41491897395000.0,13388,282548,0.1384
2019-11-19,ADANIENT,EQ,201.15,202.0,202.6,196.25,198.45,199.7,199.77,2954848,59030246110000.0,19218,265583,0.08990000000000001
2019-11-20,ADANIENT,EQ,199.7,198.5,207.45,198.1,204.4,205.7,203.66,3488019,71035790780000.0,21164,401555,0.1151
2019-11-21,ADANIENT,EQ,205.7,206.9,209.0,201.95,204.45,205.5,206.17,4409698,90916110590000.0,24824,471967,0.107
2019-11-22,ADANIENT,EQ,205.5,204.75,206.3,200.1,202.0,203.45,203.24,2545651,51736703415000.0,16109,478352,0.18789999999999998
2019-11-25,ADANIENT,EQ,203.45,201.9,216.25,201.6,215.5,215.2,211.2,6805228,143724209475000.0,39031,710935,0.1045
2019-11-26,ADANIENT,EQ,215.2,214.75,217.7,207.15,210.0,210.6,211.75,5247790,111121646540000.02,33673,644142,0.1227
2019-11-27,ADANIENT,EQ,210.6,209.9,215.2,208.5,212.0,213.55,212.69,4051404,86170288050000.0,25843,503006,0.1242
2019-11-28,ADANIENT,EQ,213.55,212.8,216.2,210.5,211.95,213.1,213.89,4234343,90568706075000.0,39098,498378,0.1177
2019-11-29,ADANIENT,EQ,213.1,212.4,221.5,211.7,213.6,214.9,217.45,7969827,173306558610000.0,50943,776123,0.0974
2019-12-02,ADANIENT,EQ,214.9,212.0,213.7,206.05,208.35,209.0,209.63,3169460,66441318520000.01,20785,356637,0.1125
2019-12-03,ADANIENT,EQ,209.0,208.0,209.95,203.55,206.7,207.85,206.76,2382612,49263306990000.0,16193,300562,0.1261
2019-12-04,ADANIENT,EQ,207.85,205.8,213.5,205.3,212.5,212.45,210.11,2917279,61293644760000.0,19342,393566,0.1349
2019-12-05,ADANIENT,EQ,212.45,213.0,213.7,207.35,207.65,208.4,209.56,2309030,48388244985000.0,15157,351350,0.1522
2019-12-06,ADANIENT,EQ,208.4,208.45,210.05,205.05,205.05,206.5,207.34,1958477,40606201465000.0,12979,252093,0.12869999999999998
2019-12-09,ADANIENT,EQ,206.5,205.9,209.7,202.4,207.35,207.45,206.88,2550809,52771188775000.0,16388,217276,0.0852
2019-12-10,ADANIENT,EQ,207.45,207.45,208.2,203.3,203.35,204.2,205.43,2139886,43958749210000.0,12408,205751,0.0962
2019-12-11,ADANIENT,EQ,204.2,203.1,207.8,202.65,205.6,206.15,205.36,2155584,44266847695000.0,17013,222924,0.1034
2019-12-12,ADANIENT,EQ,206.15,206.9,212.35,206.6,209.35,210.4,209.43,2958155,61952242270000.01,22984,497577,0.16820000000000002
2019-12-13,ADANIENT,EQ,210.4,210.5,213.25,208.5,211.85,212.2,211.42,2867800,60631286500000.0,19513,419066,0.1461
2019-12-16,ADANIENT,EQ,212.2,212.1,213.25,209.4,209.7,210.5,211.11,2184582,46118699870000.0,12092,341050,0.1561
2019-12-17,ADANIENT,EQ,210.5,210.5,213.2,210.0,211.15,211.2,211.29,1968218,41585937970000.0,9914,406134,0.20629999999999998
2019-12-18,ADANIENT,EQ,211.2,211.8,212.45,205.6,207.8,208.15,208.15,2542320,52919066865000.0,15181,451342,0.1775
2019-12-19,ADANIENT,EQ,208.15,207.65,211.0,206.75,210.5,210.55,209.58,2180662,45702941170000.0,12855,373731,0.1714
2019-12-20,ADANIENT,EQ,210.55,210.0,220.8,209.5,217.6,218.8,217.04,6997898,151880492975000.0,42167,952887,0.1362
2019-12-23,ADANIENT,EQ,218.8,217.75,220.8,212.4,214.5,214.55,216.54,3709426,80323828095000.0,32301,588172,0.1586
2019-12-24,ADANIENT,EQ,214.55,214.55,216.95,207.6,208.85,209.15,212.21,2984621,63336047354999.99,18225,643046,0.21550000000000002
2019-12-26,ADANIENT,EQ,209.15,208.95,211.1,205.6,210.45,208.95,208.15,3299177,68671847015000.0,19516,478566,0.1451
2019-12-27,ADANIENT,EQ,208.95,209.05,211.2,207.1,210.0,209.1,209.33,2240503,46901559335000.0,12271,436129,0.19469999999999998
2019-12-30,ADANIENT,EQ,209.1,209.9,211.6,208.0,208.35,208.65,209.53,1938731,40622755070000.0,13068,264896,0.1366
2019-12-31,ADANIENT,EQ,208.65,208.7,210.75,207.65,207.7,208.35,208.95,1600059,33432736575000.0,9191,299019,0.1869
